"kanji","hanviet","radical","stroke","onyomi","level","kunyomi","meaning"
館,QUÁN,THỰC【食】,16,カン,N4,カン,"đại sứ quán, hội quán"
親,THÂN,KIẾN【見】,16,シン,N4,おや、した.しい、した.しむ,"thân thuộc, thân thích, thân thiết"
頭,ĐẦU,ĐẬU【豆】,16,トウ、ズ、ト,N4,と、ず、あたま、かしら,đầu não
薬,DƯỢC,THẢO【艸】,16,ヤク,N4,くすり,thuốc
曜,DIỆU,NHẬT【日】,18,ヨウ,N4,"",ngày trong tuần
題,ĐỀ,NHẬT【日】,18,ダイ,N4,"","đề tài, đề mục, chủ đề"
顔,NHAN,HIỆT【頁】,18,ガン,N4,かお,"nhan sắc, hồng nhan"
験,NGHIỆM,MÃ【馬】,18,ケン、ゲン,N4,けん、げん,"thí nghiệm, hiệu nghiệm, kinh nghiệm"
丸,HOÀN,PHIỆT【丿】,3,ガン,N3,まる.い、まれ.める、－まる,tròn
久,CỬU,PHIỆT【丿】,3,キュウ、ク,N3,はさ.しい,"lâu, vĩnh cửu"
才,TÀI,QUYẾT【亅】,3,サイ,N3,"",tài năng
支,CHI,CHI【支】,4,シ,N3,ささ.える,"chi nhánh, chi trì (ủng hộ)"
戸,HỘ,HỘ【戸】,4,コ,N3,と,hộ khẩu
欠,KHIẾM,KHIẾM【欠】,4,ケツ、ケン,N3,か.く、か.ける,khiếm khuyết
王,VƯƠNG,NGỌC【玉、王】,4,オウ、-ノウ,N3,"",vương giả
化,HÓA,NHÂN【人】,4,カ、ケ,N3,け、ば.ける、ば.かす,biến hóa
内,NỘI,CỔN【丨】,4,ナイ、ダイ,N3,うち,"nội thành, nội bộ"
反,PHẢN,HÁN【厂】,4,ハン、ホン、タン、ホ,N3,そ.る／らす,"phản loạn, phản đối"
比,"TỶ,TỈ,BỈ",TỶ【比】,4,ヒ,N3,くら.べる,"so sánh, tỉ lệ, tỉ dụ"
夫,PHU,PHIỆT【丿】,4,フ、フウ、ブ,N3,おっと,"trượng phu, phu phụ"
仏,PHẬT,NHÂN【人】,4,ブツ、フツ,N3,ほとけ,phật giáo
毛,MAO,MAO【毛】,4,モウ,N3,け,lông
予,DỰ,QUYẾT【亅】,4,ヨ、シャ,N3,"","dự đoán, dự báo"
由,DO,CỔN【丨】,5,ユ、ユウ、ユイ,N3,よし,"tự do, lí do"
未,"VỊ,MÙI",PHIỆT【丿】,5,ミ、ビ,N3,"","vị thành niên, vị lai"
布,BỐ,CÂN【巾】,5,フ,N3,ぬの,"vải, tuyên bố"
包,BAO,PHIỆT【丿】,5,ホウ,N3,つつ.む,bao bọc
末,MẠT,PHIỆT【丿】,5,マツ、バツ,N3,すえ,"kết thúc, mạt vận, mạt kì"
平,BÌNH,NHẤT【一】,5,ヘイ、ビョウ、ヒョウ,N3,たいら,"hòa bình, bình đẳng, trung bình, bình thường"
辺,BIÊN,SƯỚC【辷】,5,ヘン,N3,はし、はて、へり、ふち、へ、ほと.り、あた.り,"biên, biên giới"
氷,BĂNG,CHỦ【丶】,5,ヒョウ,N3,こうり、ひ 、こう.る,băng tuyết
付,PHÓ,NHÂN【人】,5,フ,N3,つ.く、つ.ける,"phụ thuộc, phụ lục"
皮,BÌ,BÌ【皮】,5,ヒ,N3,かわ,da
犯,PHẠM,KHUYỂN【犬】,5,ハン、ボン,N3,おか.す,phạm nhân
必,TẤT,CHỦ【丶】,5,ヒツ,N3,かなら.ず,"tất nhiên, tất yếu"
石,THẠCH,THẠCH【石】,5,セキ、シャク、コク,N3,いし、こく,"đá, thạch anh, bảo thạch"
他,THA,NHÂN【人】,5,タ,N3,ほか,"khác, tha hương, vị tha"
打,ĐẢ,THỦ【手】,5,ダ、ダアス,N3,う.つ,"đả kích, ẩu đả"
加,GIA,LỰC【力】,5,カ,N3,くわ.える、くわ.わる,"tăng gia, gia giảm"
可,KHẢ,NHẤT【一】,5,カ、コク,N3,"","có thể, khả năng, khả dĩ"
央,ƯƠNG,CỔN【丨】,5,オウ,N3,"",trung ương
刊,SAN,CAN【干】,5,カン,N3,"","tuần san, chuyên san"
玉,NGỌC,NGỌC【玉、王】,5,ギョク,N3,たま,ngọc
旧,CỰU,CỔN【丨】,5,キュウ,N3,"","cũ, cựu thủ tướng, cựu binh"
号,HIỆU,KHẨU【口】,5,ゴウ,N3,"","phiên hiệu, tín hiệu, phù hiệu"
皿,MÃNH,MÃNH【皿】,5,ベイ,N3,さら,đĩa
札,TRÁT,MỘC【木】,5,サツ,N3,ふだ,tiền giấy
史,SỬ,CỔN【丨】,5,シ,N3,"","lịch sử, sử sách"
失,THẤT,PHIỆT【丿】,5,シツ,N3,うしな.う,"thất nghiệp, thất bại"
示,THỊ,THỊ【示】,5,ジ、シ,N3,しめ.す,biểu thị
申,THÂN,CỔN【丨】,5,シン,N3,もう.す,thân thỉnh (xin)
礼,LỄ,THỊ【示】,5,レイ、ライ,N3,らい,"lễ nghi, lễ nghĩa"
令,LỆNH,NHÂN【人】,5,レイ,N3,"","mệnh lệnh, pháp lệnh"
列,LIỆT,NGẠT【歹】,6,レツ、レ,N3,"","cột, la liệt"
老,LÃO,LÃO【老】,6,ロウ,N3,お.いる、ふ.ける,"già, lão luyện"
式,THỨC,DẶC【弋】,6,シキ,N3,"","hình thức, phương thức, công thức"
州,CHÂU,CỔN【丨】,6,シュウ、ス,N3,す,"tỉnh, bang, châu lục"
寺,TỰ,THỔ【土】,6,ジ,N3,てら,chùa
次,THỨ,BĂNG【冫】,6,ジ、シ,N3,つぎ、つ.ぐ,"thứ nam, thứ nữ"
守,THỦ,MIÊN【宀】,6,シュ、ス,N3,まも.る、もり,"cố thủ, bảo thủ"
糸,MỊCH,MỊCH【糸】,6,シ,N3,いと,sợ chỉ
在,TẠI,THỔ【土】,6,ザイ,N3,あ.る,"tồn tại, thực tại"
再,TÁI,NHẤT【一】,6,サイ、サ,N3,ふたた.び,"lại, tái phát"
向,HƯỚNG,CỔN【丨】,6,コウ,N3,む.かう、む.く／ける、む.こう,"hướng thượng, phương hướng"
交,GIAO,ĐẦU【亠】,6,コウ,N3,ま.じる/ざる、まじ.える、ま.ぜる、まじ.わる、か.う,"giao hảo, giao hoán"
血,HUYẾT,HUYẾT【血】,6,ケツ,N3,ち,tâm huyết
件,KIỆN,NHÂN【人】,6,ケン,N3,"","điều kiện, sự kiện, bưu kiện"
共,CỘNG,BÁT【八】,6,キョウ,N3,とも,"tổng cộng, cộng sản, công cộng"
曲,KHÚC,CỔN【丨】,6,キョク,N3,ま.げる／がる,ca khúc
各,CÁC,TRUY【夂】,6,カク,N3,おのおの,"các, mỗi"
印,ẤN,CỔN【丨】,6,イン,N3,しるし,"in ấn, ấn tượng"
因,NHÂN,VI【囗】,6,イン,N3,よ.る,nguyên nhân
羽,VŨ,VŨ【羽】,6,ウ,N3,は、はね、やばね,lông vũ
団,ĐOÀN,VI【囗】,6,ダン、トン,N3,かたまり、まる.い,"đoàn kết, đoàn đội"
竹,TRÚC,TRÚC【竹】,6,チク,N3,たけ,trúc
仲,TRỌNG,NHÂN【人】,6,チュウ,N3,なか,trọng tài
虫,TRÙNG,TRÙNG【虫】,6,チュウ、キ,N3,むし,côn trùng
兆,TRIỆU,BĂNG【冫】,6,チョウ,N3,きざ.し、きざ.す,"triệu chứng, triệu triệu (10 mũ 12)"
伝,TRUYỀN,NHÂN【人】,6,デン、テン,N3,つた.える、つた.わる、つた.う,"""truyền đạt, truyền động; tự truyện"""
当,ĐƯƠNG,TIỂU【小】,6,トウ,N3,あ.てる、あ.たる、あ.たり,"""chính đáng; đương thời, tương đương"""
成,THÀNH,QUA【戈】,6,セイ、ジョウ,N3,な.る、な.す,"thành tựu, hoàn thành, trở thành"
全,TOÀN,NHÂN【人】,6,ゼン,N3,すべ.て、まった.く,toàn bộ
争,TRANH,PHIỆT【丿】,6,ソウ,N3,あらそ.う,"đấu tranh, chiến tranh, tranh luận, cạnh tranh"
任,NHIỆM,NHÂN【人】,6,ニン,N3,まか.せる/す,"trách nhiệm, nhiệm vụ"
米,MỄ,MỄ【米】,6,ベイ、マイ、メエトル,N3,まい、こめ,gạo
両,"LƯỠNG,LƯỢNG",NHẤT【一】,6,リョウ,N3,"","hai, lưỡng quốc"
利,LỢI,HÒA【禾】,7,リ,N3,き.く,"phúc lợi, lợi ích"
余,DƯ,NHÂN【人】,7,ヨ,N3,あま.る、あま.り、あま.す,"thặng dư, dư dật"
防,PHÒNG,PHỤ【阜】,7,ボウ,N3,ふせ.ぐ,"phòng vệ, phòng bị, đề phòng"
役,DỊCH,SÁCH【彳】,7,ヤク、エキ,N3,えき,"chức vụ, nô dịch"
返,PHẢN,SƯỚC【辷】,7,ヘン,N3,かえ.る/す,trả lại
判,PHÁN,ĐAO【刀】,7,ハン、バン,N3,ばん、わか.る,"phán quyết, phán đoán"
臣,THẦN,THÂN【臣】,7,シン、ジン,N3,"",trung thần
身,THÂN,THÂN【身】,7,シン,N3,み,"thân thể, thân phận"
折,TRIẾT,THỦ【手】,7,セツ,N3,お.れる、お.る、おり,"bẻ gãy, chiết suất"
努,NỖ,LỰC【力】,7,ド,N3,つと.める,nỗ lực
投,ĐẦU,THỦ【手】,7,トウ,N3,なげ.る,"đầu tư, đầu cơ"
対,ĐỐI,VĂN【文】,7,タイ、ツイ,N3,あいて、こた.える、つい、そろ.い、つれあ.い、なら.ぶ、むか.う,"đối diện, phản đối, đối với"
束,THÚC,PHIỆT【丿】,7,ソク,N3,たば,bó (hoa)
谷,CỐC,CỐC【谷】,7,コク,N3,たに,"thung lũng, khê cốc"
位,VỊ,NHÂN【人】,7,イ,N3,くらい,"vị trí, tước vị, đơn vị"
囲,VI,VI【囗】,7,イ,N3,かこ.む、かこ.う、かこ.い,"chu vi, bao vây"
完,HOÀN,MIÊN【宀】,7,カン,N3,"","hoàn thành, hoàn toàn"
角,GIÁC,GIÁC【角】,7,カク,N3,かど、つの,"tam giác, tứ giác"
快,KHOÁI,TÂM【心】,7,カイ,N3,こころよ.い,khoái lạc
改,CẢI,KỶ【己】,7,カイ,N3,あらた.める、あらた.まる,"cải cách, cải chính"
技,KỸ,THỦ【手】,7,ギ,N3,わざ,"kĩ thuật, kĩ nghệ"
局,CỤC,THI【尸】,7,キョク,N3,"","cục diện, cục kế hoạch"
君,QUÂN,KHẨU【口】,7,クン,N3,きみ,"quân chủ, quân vương"
均,QUÂN,THỔ【土】,7,キン,N3,"","quân bình, quân nhất"
形,HÌNH,SAM【彡】,7,ケイ、ギョウ,N3,かたち、かた,"hình thức, hình hài, định hình"
決,QUYẾT,THỦY【水】,7,ケツ,N3,き.める、き.まる,quyết định
芸,NGHỆ,THẢO【艸】,7,ゲイ、ウン,N3,"","nghệ thuật, nghệ nhân"
求,CẦU,CHỦ【丶】,7,キュウ、グ,N3,もと.める,"yêu cầu, mưu cầu"
希,HY,CÂN【巾】,7,キ、ケ,N3,"","hi hữu, hi vọng"
告,CÁO,KHẨU【口】,7,コク,N3,つ.げる,"báo cáo, thông cáo"
材,TÀI,MỘC【木】,7,ザイ,N3,"",tài liệu
坂,PHẢN,THỔ【土】,7,ハン,N3,さか,cái dốc
似,TỰ,NHÂN【人】,7,ジ,N3,に.る,tương tự
児,NHI,NHÂN【儿】,7,ジ、ニ、ゲイ、-っこ,N3,"","nhi đồng, hài nhi"
状,TRẠNG,TƯỜNG【爿】,7,ジョウ,N3,"","tình trạng, trạng thái, cáo trạng"
初,SƠ,Y【衣】,7,ショ,N3,はじ.め、はじ.めて、はつうい-、-そ.める,sơ cấp
助,TRỢ,LỰC【力】,7,ジョ,N3,たす.ける、たす.かる、す.け,"hộ trợ, trợ giúp, viện trợ, cứu trợ"
労,"LAO,LẠO",LỰC【力】,7,ロウ,N3,ろう.する、いたわ.る、いた.ずき、ねぎら、つか.れる、ねぎら.う,"lao động, lao lực, công lao"
冷,LÃNH,BĂNG【冫】,7,レイ,N3,つめ.たい、ひ.やす、さ.ます、ひ.える、さ.める、ひ.や、ひ.やかす,"lạnh, lãnh đạm"
例,LIỆT,NHÂN【人】,8,レイ,N3,たと.える、たと.えば,"ví dụ, tiền lệ, thông lệ, điều lệ"
和,HÒA,HÒA【禾】,8,ワ、オ、カ,N3,やわ.らげる/らぐ、なご.む、なご.やか,"hòa bình, tổng hòa, điều hòa"
述,THUẬT,SƯỚC【辷】,8,ジュツ,N3,の.べる,tường thuật. tự thuật
承,THỪA,PHIỆT【丿】,8,ショウ,N3,うけたまわ.る,thừa nhận
招,CHIÊU,THỦ【手】,8,ショウ,N3,まね.く,chiêu đãi
実,THỰC,MIÊN【宀】,8,ジツ、シツ,N3,さな、さね、み、まこと.に、みの.る、みの.り、みち.る,"sự thực, chân thực"
取,THỦ,NHĨ【耳】,8,シュ,N3,と.る,"lấy, nhận"
治,TRỊ,THỦY【水】,8,ジ、チ,N3,おさ.める、おさ.まる、なお.る/す,"cai trị, trị an, trị bệnh"
受,"THỤ,THỌ",TRẢO【爪】,8,ジュ,N3,う.ける、う.かる,"nhận, tiếp thụ"
周,CHU,QUYNH【冂】,8,シュウ,N3,まわ.り,"chu vi, chu biên"
妻,THÊ,NỮ【女】,8,サイ,N3,つま,thê tử
参,"THAM,SÂM",KHƯ【厶】,8,サン、シン,N3,まい.る、まい-、まじわる、みつ、み,"tham chiếu, tham quan, tham khảo"
枝,CHI,MỘC【木】,8,シ,N3,えだ,chi nhánh
刷,LOÁT,PHIỆT【丿】,8,サツ,N3,す.る,ấn loát
効,HIỆU,LỰC【力】,8,コウ,N3,き.く,"hiệu quả, hiệu ứng, công hiệu"
幸,HẠNH,THỔ【土】,8,コウ,N3,さいわ.い、しあわ.せ、さち,"hạnh phúc, hạnh vận"
固,CỐ,VI【囗】,8,コ,N3,かた.い、かた.まる/める,"ngoan cố, cố thủ"
季,TIẾT,HÒA【禾】,8,キ,N3,"",mùa
岸,NGẠN,SƠN【山】,8,ガン,N3,きし,hải ngạn
岩,NHAM,SƠN【山】,8,ガン,N3,いわ,"đá tảng, nham thạch"
泣,KHẤP,THỦY【水】,8,キュウ,N3,な.く,khóc
協,HIỆP,THẬP【十】,8,キョウ,N3,"",hiệp lực
居,CƯ,THI【尸】,8,キョ、コ,N3,い.る,cư trú
苦,KHỔ,THẢO【艸】,8,ク,N3,くる.しむ、くる.しめる、くる.しい、にが.い、にが.る,"khổ cực, cùng khổ"
具,CỤ,MỤC【目】,8,グ,N3,"","công cụ, dụng cụ"
果,QUẢ,CỔN【丨】,8,カ,N3,は.たす、は.てる、は.て,"hoa quả, thành quả, kết quả"
河,HÀ,THỦY【水】,8,カ,N3,かわ,"sông, sơn hà"
官,QUAN,MIÊN【宀】,8,カン,N3,"",quan lại
委,ỦY,HÒA【禾】,8,イ,N3,"","ủy viên, ủy ban, ủy thác"
易,"DỊ,DỊCH",NHẬT【日】,8,エキ、イ,N3,やさ.しい,"dễ, dịch chuyển"
育,DỤC,ĐẦU【亠】,8,イク,N3,そだ.つ、そだ.てる,"giáo dục, dưỡng dục"
泳,VỊNH,THỦY【水】,8,エイ,N3,およ.ぐ,bơi
直,TRỰC,THẬP【十】,8,チョク、ジキ、ジカ,N3,なお.す、なお.る、ただ.ちに,"trực tiếp, chính trực"
定,ĐỊNH,MIÊN【宀】,8,テイ、ジョウ,N3,さだ.める、さだ.まる、さだ.か,"thiết định, quyết định, định mệnh"
底,ĐỂ,NGHIỄM【广】,8,テイ,N3,そこ,đáy
的,ĐÍCH,BẠCH【白】,8,テキ,N3,まと,"mục đích, đích thực"
性,"TÍNH,TÁNH",TÂM【心】,8,セイ、ショウ,N3,しょう,"tính dục, giới tính, bản tính, tính chất"
昔,TÍCH,NHẬT【日】,8,セキ、シャク,N3,むかし,ngày xưa
制,CHẾ,ĐAO【刀】,8,セイ,N3,"","chế ngự, thể chế, chế độ"
卒,TỐT,ĐẦU【亠】,8,ソツ、シュツ,N3,"",tốt nghiệp
非,PHI,PHI【非】,8,ヒ,N3,"","phi nhân đạo, phi nghĩa"
波,BA,THỦY【水】,8,ハ,N3,なみ,"sóng, phong ba"
板,"BẢN,BẢNG",MỘC【木】,8,ハン、バン,N3,いた,tấm bảng
版,PHẢN,PHIẾN【片】,8,ハン,N3,"",xuất bản
念,NIỆM,NHÂN【人】,8,ネン,N3,"","ý niệm, tưởng niệm"
武,"VŨ,VÕ",NHẤT【一】,8,ブ、ム,N3,"","vũ trang, vũ lực"
表,BIỂU,CỔN【丨】,8,ヒョウ,N3,おもて、あらわ.れる、あらわ.す,"biểu hiện, bảng biểu, biểu diễn"
命,MỆNH,NHÂN【人】,8,メイ、ミョウ,N3,みょう、いのち,"tính mạng, cách mạng, vận mệnh, mệnh lệnh"
府,PHỦ,NGHIỄM【广】,8,フ,N3,"",chính phủ
放,PHÓNG,PHƯƠNG【方】,8,ホウ、-っぱな.し,N3,はな.つ、はな.す、はな.れる,"giải phóng, phóng hỏa, phóng lao"
法,PHÁP,THỦY【水】,8,ホウ、ハッ、ホッ、フラン,N3,"","pháp luật, phương pháp"
油,DU,THỦY【水】,8,ユ、ユウ,N3,あぶら,dầu
勇,DŨNG,LỰC【力】,9,ユウ,N3,いさ.む,dũng cảm
要,YẾU,TÂY【襾】,9,ヨウ,N3,い.る,"""yêu cầu; chủ yếu"""
負,PHỤ,BỐI【貝】,9,フ,N3,"","âm, mang, phụ thương, phụ trách"
迷,MÊ,SƯỚC【辷】,9,メイ,N3,まよ.う,"mê hoặc, mê đắm"
約,ƯỚC,MỊCH【糸】,9,ヤク,N3,"","lời hứa (ước nguyện), ước tính"
面,DIỆN,DIỆN【面】,9,メン、ベン,N3,"","phản diện, chính diện"
変,BIẾN,ĐẦU【亠】,9,ヘン,N3,か.わる/える,"biến đổi, biến thiên"
飛,PHI,PHI【飛】,9,ヒ,N3,と.ぶ、と.ばす,"bay, phi công, phi hành"
美,MỸ,DƯƠNG【羊】,9,ビ、ミ,N3,うつく.しい,"mĩ nhân, mĩ lệ"
独,ĐỘC,KHUYỂN【犬】,9,ドク、トク,N3,ひど.り,"cô độc, đơn độc"
則,TẮC,BỐI【貝】,9,ソク,N3,"","quy tắc, phép tắc"
相,"TƯƠNG,TƯỚNG",MỘC【木】,9,ソウ、ショウ,N3,しょう、あい-,"""tương hỗ, tương tự, tương đương; thủ tướng"""
草,THẢO,THẢO【艸】,9,ソウ,N3,くさ,thảo mộc
祖,TỔ,THỊ【示】,9,ソ,N3,"",tổ tiên
信,TÍN,NHÂN【人】,9,シン,N3,"","uy tín, tín thác, thư tín"
政,"CHÍNH,CHÁNH",PHỘC【攴　攵】,9,セイ、ショウ,N3,まつりごと,"chính phủ, chính sách, hành chính"
星,TINH,NHẬT【日】,9,セイ、ショウ,N3,ほし,"hành tinh, tinh tú"
点,ĐIỂM,BỐC【卜】,9,テン,N3,"","điểm số, điểm hỏa"
追,TRUY,SƯỚC【辷】,9,ツイ,N3,お.う,"truy lùng, truy nã, truy cầu"
単,ĐƠN,CHỦ【丶】,9,タン,N3,"","cô đơn, đơn độc, đơn chiếc"
炭,THÁN,SƠN【山】,9,タン,N3,すみ,than
退,"THOÁI,THỐI",SƯỚC【辷】,9,タイ,N3,しりぞ.く、しりぞ.ける,"triệt thoái, thoái lui"
栄,VINH,MỘC【木】,9,エイ、ヨウ,N3,は.え、は.える、さか.える,"vinh quang, vinh hạnh"
科,KHOA,HÒA【禾】,9,カ,N3,"","khoa học, chuyên khoa"
活,HOẠT,THỦY【水】,9,カツ,N3,い.きる、い.かす、い.ける,"hoạt động, sinh hoạt"
胃,VỊ,ĐIỀN【田】,9,イ,N3,"",dạ dày
級,CẤP,MỊCH【糸】,9,キュウ,N3,"","sơ cấp, trung cấp, cao cấp"
軍,QUÂN,MỊCH【冖】,9,グン,N3,"","quân đội, quân sự"
係,HỆ,NHÂN【人】,9,ケイ,N3,かか.る、かかり,"quan hệ, hệ số"
型,HÌNH,THỔ【土】,9,ケイ,N3,かた,"khuôn hình, mô hình"
客,KHÁCH,MIÊN【宀】,9,キャク、カク,N3,"","hành khách, thực khách"
逆,NGHỊCH,SƯỚC【辷】,9,ギャク、ゲキ,N3,さか、さか.らう,phản nghịch
限,HẠN,PHỤ【阜】,9,ゲン,N3,かぎ.る,"giới hạn, hữu hạn, hạn độ"
厚,HẬU,HÁN【厂】,9,コウ,N3,あつ.い,"nồng hậu, hậu tạ"
指,CHỈ,THỦ【手】,9,シ,N3,ゆび、さ.す,"chỉ định, chỉ số"
昨,TẠC,NHẬT【日】,9,サク,N3,"","<hôm> qua, <năm> qua.."
祝,CHÚC,THỊ【示】,9,シュク、シュウ,N3,いわ.う、いわ.い,chúc phúc
神,THẦN,THỊ【示】,9,シン、ジン,N3,かみ、かん、こう,"thần, thần thánh, thần dược"
査,TRA,MỘC【木】,9,サ,N3,"",điều tra
省,TỈNH,PHIỆT【丿】,9,セイ、ショウ,N3,かえり.みる、しょう、はぶ.く,"tỉnh lược, phản tỉnh, hồi tỉnh"
酒,TỬU,THỦY【水】,10,シュ,N3,さけ、さか,rượu
笑,TIẾU,TRÚC【竹】,10,ショウ,N3,わら.う、え.む,cười
消,TIÊU,THỦY【水】,10,ショウ,N3,け.す,"tiêu diệt, tiêu hao, tiêu thất"
師,SƯ,CỔN【丨】,10,シ,N3,"","giáo sư, tôn sư trọng đạo"
財,TÀI,BỐI【貝】,10,ザイ、サイ、ゾク,N3,ま.ける、ま.かす、お.う,"tiền tài, tài sản"
殺,SÁT,THÙ【殳】,10,サツ、サイ、セツ,N3,ころ.す,"sát hại, sát nhân"
差,SAI,DƯƠNG【羊】,10,サ,N3,さ.す,"sai khác, sai biệt"
残,TÀN,NGẠT【歹】,10,ザン、サン,N3,のこ.り、のこ.る、のこ.す、そこな.う,"tàn dư, tàn tích, tàn đảng"
航,HÀNG,CHU【舟】,10,コウ,N3,"","hàng không, hàng hải"
根,CĂN,MỘC【木】,10,コン,N3,ね,"gốc, căn bản, căn cứ"
個,CÁ,NHÂN【人】,10,コ、カ,N3,"","cá nhân, cá thể"
候,HẬU,NHÂN【人】,10,コウ,N3,そうそう,"mùa, khí hậu, thời hậu"
庫,KHỐ,NGHIỄM【广】,10,コ、ク,N3,"","kho, xa khố, kim khố"
記,KÝ,NGÔN【言】,10,キ,N3,しる.す,"thư kí, kí sự, kí ức"
訓,HUẤN,NGÔN【言】,10,クン、キン,N3,"",huấn luyện
害,HẠI,MIÊN【宀】,10,ガイ,N3,"","có hại, độc hại, lợi hại"
格,CÁCH,MỘC【木】,10,カク、コウ、キャク、ゴウ,N3,"","tư cách, cách thức, sở hữu cách"
荷,HÀ,THẢO【艸】,10,カ,N3,に,hành lí
帯,"ĐỚI,ĐÁI",CÂN【巾】,10,タイ,N3,おび、お.びる,"nhiệt đới, ôn đới"
島,ĐẢO,PHIỆT【丿】,10,トウ,N3,しま,hải đảo
庭,ĐÌNH,NGHIỄM【广】,10,テイ,N3,にわ,"triều đình, gia đình"
徒,ĐỒ,SÁCH【彳】,10,ト,N3,"","môn đồ, đồ đệ"
席,TỊCH,NGHIỄM【广】,10,セキ,N3,"","chủ tịch, xuất tịch (tham gia)"
息,TỨC,TỰ【自】,10,ソク,N3,いき,"con trai, tử tức"
造,"TẠO,THÁO",SƯỚC【辷】,10,ゾウ,N3,つく.る,"chế tạo, sáng tạo"
孫,TÔN,TỬ【子】,10,ソン,N3,まご,con cháu
速,TỐC,SƯỚC【辷】,10,ソク,N3,はや.い、すみ.やか、はや.める,"tốc độ, tăng tốc"
能,NĂNG,KHƯ【厶】,10,ノウ,N3,"","năng lực, tài năng"
配,PHỐI,DẬU【酉】,10,ハイ,N3,くば.る,"phân phối, chi phối, phối ngẫu"
倍,BỘI,NHÂN【人】,10,バイ,N3,"","bội thu, bội số"
破,PHÁ,THẠCH【石】,10,ハ,N3,やぶ.る、やぶ.れる,"phá hoại, tàn phá"
馬,MÃ,MÃ【馬】,10,バ,N3,うま、.ば,ngựa
浴,DỤC,THỦY【水】,10,ヨク,N3,あ.びる、あ.びせる,tắm
容,"DUNG,DONG",MIÊN【宀】,10,ヨウ,N3,"","dung mạo, hình dung, nội dung, dung nhận"
流,LƯU,THỦY【水】,10,リュウ、ル,N3,る、なが.れる、なが.す,"lưu lượng, hạ lưu, lưu hành"
留,LƯU,ĐIỀN【田】,10,リュウ、ル,N3,と.める、と.まる,"lưu học, lưu trữ"
連,LIÊN,SƯỚC【辷】,10,レン,N3,つ.れる、つら.なる、つら.ねる,"liên tục, liên lạc"
陸,LỤC,PHỤ【阜】,11,リク、ロク,N3,"","lục địa, lục quân"
